"2593","Monthly","Delivered","1971-07-05",
"2594","Annualy","Not Delivered","1985-12-07",
"2595","Monthly","Delivered","1990-01-06",
"2596","Monthly","Delivered","2008-03-07",
"2597","Monthly","Delivered","2010-02-14",
"2598","Monthly","Not Delivered","2012-11-11",
"2599","Monthly","Not Delivered","1995-04-16",
"2600","Monthly","Delivered","2002-06-26",
"2601","Monthly","Not Delivered","2004-02-17",
"2602","Monthly","Not Delivered","2010-11-01",
"2603","Monthly","Not Delivered","2010-10-08",
"2604","Onetime","Not Delivered","2008-06-04",
"2605","Monthly","Delivered","2009-01-02",
"2606","Onetime","Delivered","1985-09-30",
"2607","Annualy","Delivered","1992-10-15",
"2608","Monthly","Delivered","2007-04-16",
"2609","Annualy","Delivered","2006-08-02",
"2610","Onetime","Not Delivered","2001-10-05",
"2611","Onetime","Not Delivered","1973-09-20",
"2612","Monthly","Delivered","1976-07-26",
"2613","Monthly","Delivered","1978-09-20",
"2614","Monthly","Not Delivered","2019-12-18",
"2615","Annualy","Not Delivered","1971-08-30",
"2616","Monthly","Not Delivered","2008-10-08",
"2617","Onetime","Not Delivered","2003-06-03",
"2618","Annualy","Not Delivered","2005-11-25",
"2619","Monthly","Delivered","2002-10-07",
"2620","Annualy","Delivered","1978-04-08",
"2621","Onetime","Delivered","2011-08-28",
"2622","Monthly","Delivered","2019-11-19",
"2623","Monthly","Not Delivered","2008-12-06",
"2624","Annualy","Delivered","2013-04-12",
"2625","Monthly","Delivered","1986-05-28",
"2626","Monthly","Not Delivered","1999-03-12",
"2627","Monthly","Not Delivered","1994-09-19",
"2628","Monthly","Delivered","1989-04-04",
"2629","Onetime","Not Delivered","2018-08-17",
"2630","Onetime","Delivered","1986-09-21",
"2631","Monthly","Delivered","1996-09-13",
"2632","Annualy","Not Delivered","1990-11-11",
"2633","Monthly","Not Delivered","1987-07-03",
"2634","Monthly","Delivered","1970-02-13",
"2635","Annualy","Delivered","2005-05-26",
"2636","Annualy","Not Delivered","2013-11-07",
"2637","Monthly","Not Delivered","2019-06-21",
"2638","Annualy","Delivered","1998-04-26",
"2639","Onetime","Delivered","1973-01-05",
"2640","Annualy","Not Delivered","1992-02-15",
"2641","Onetime","Delivered","1998-06-27",
"2642","Annualy","Delivered","1987-05-13",
"2643","Annualy","Delivered","2012-04-30",
"2644","Annualy","Delivered","1990-08-17",
"2645","Monthly","Delivered","1990-02-21",
"2646","Monthly","Delivered","1997-05-11",
"2647","Monthly","Delivered","2008-04-08",
"2648","Onetime","Not Delivered","1992-12-02",
"2649","Annualy","Not Delivered","2015-03-18",
"2650","Monthly","Delivered","2009-06-19",
"2651","Onetime","Delivered","1971-09-19",
"2652","Onetime","Not Delivered","2011-02-17",
"2653","Monthly","Delivered","2014-11-15",
"2654","Monthly","Delivered","1973-07-22",
"2655","Monthly","Not Delivered","2016-12-28",
"2656","Onetime","Not Delivered","2007-10-25",
"2657","Onetime","Not Delivered","2017-08-22",
"2658","Monthly","Not Delivered","2011-10-31",
"2659","Onetime","Delivered","1989-07-06",
"2660","Onetime","Not Delivered","2016-03-21",
"2661","Onetime","Not Delivered","1982-08-30",
"2662","Monthly","Delivered","1974-04-30",
"2663","Annualy","Delivered","1986-09-04",
"2664","Monthly","Delivered","1980-05-08",
"2665","Monthly","Delivered","2005-05-27",
"2666","Onetime","Not Delivered","2003-03-01",
"2667","Onetime","Not Delivered","1993-08-23",
"2668","Onetime","Delivered","2018-10-12",
"2669","Annualy","Delivered","2008-01-15",
"2670","Onetime","Not Delivered","1989-08-03",
"2671","Monthly","Not Delivered","1975-07-10",
"2672","Annualy","Delivered","1972-06-09",
"2673","Annualy","Not Delivered","1983-02-18",
"2674","Onetime","Not Delivered","2008-05-06",
"2675","Annualy","Not Delivered","2001-06-08",
"2676","Onetime","Delivered","1987-09-08",
"2677","Monthly","Delivered","2013-06-08",
"2678","Monthly","Not Delivered","2016-07-11",
"2679","Annualy","Delivered","2010-08-01",
"2680","Onetime","Delivered","1999-12-19",
"2681","Monthly","Not Delivered","2004-08-22",
"2682","Monthly","Not Delivered","2012-10-30",
"2683","Monthly","Delivered","1994-04-08",
"2684","Onetime","Not Delivered","2007-01-02",
"2685","Onetime","Not Delivered","2000-06-30",
"2686","Monthly","Not Delivered","1975-05-28",
"2687","Onetime","Not Delivered","1970-08-23",
"2688","Annualy","Delivered","1984-09-18",
"2689","Annualy","Not Delivered","1985-03-28",
"2690","Monthly","Not Delivered","1989-06-03",
"2691","Annualy","Delivered","1979-09-04",
"2692","Annualy","Delivered","1973-09-02",
"2693","Annualy","Delivered","1973-07-12",
"2694","Annualy","Delivered","2015-02-07",
"2695","Monthly","Delivered","2016-05-24",
"2696","Onetime","Delivered","1991-12-28",
"2697","Annualy","Delivered","1995-11-22",
"2698","Annualy","Not Delivered","2006-11-21",
"2699","Annualy","Not Delivered","2013-09-20",
"2700","Annualy","Not Delivered","1976-02-20",
"2701","Onetime","Delivered","2008-02-26",
"2702","Onetime","Delivered","2013-03-22",
"2703","Onetime","Delivered","1980-12-21",
"2704","Annualy","Not Delivered","2010-08-28",
"2705","Onetime","Not Delivered","2005-05-29",
"2706","Onetime","Not Delivered","1982-11-13",
"2707","Monthly","Not Delivered","1986-05-12",
"2708","Monthly","Not Delivered","1998-05-18",
"2709","Onetime","Delivered","2007-11-29",
"2710","Annualy","Not Delivered","1999-05-04",
"2711","Onetime","Delivered","2018-05-04",
"2712","Onetime","Delivered","1993-12-02",
"2713","Onetime","Delivered","2003-06-07",
"2714","Monthly","Not Delivered","2018-01-15",
"2715","Monthly","Not Delivered","2004-01-28",
"2716","Monthly","Not Delivered","2006-07-27",
"2717","Monthly","Not Delivered","1970-08-26",
"2718","Onetime","Delivered","2018-02-10",
"2719","Monthly","Delivered","2018-09-05",
"2720","Annualy","Delivered","1979-08-11",
"2721","Onetime","Not Delivered","1986-10-11",
"2722","Annualy","Delivered","2012-04-01",
"2723","Onetime","Delivered","1973-11-28",
"2724","Monthly","Not Delivered","2008-01-17",
"2725","Monthly","Delivered","2011-04-07",
"2726","Annualy","Delivered","1971-10-26",
"2727","Onetime","Delivered","1997-03-13",
"2728","Onetime","Delivered","2007-12-22",
"2729","Annualy","Delivered","2000-06-14",
"2730","Annualy","Delivered","1987-06-21",
"2731","Annualy","Delivered","2013-08-03",
"2732","Onetime","Not Delivered","1990-06-25",
"2733","Onetime","Delivered","1976-10-12",
"2734","Onetime","Not Delivered","1995-11-10",
"2735","Annualy","Not Delivered","1979-08-07",
"2736","Monthly","Not Delivered","2001-03-24",
"2737","Onetime","Delivered","1981-03-24",
"2738","Monthly","Delivered","1989-03-10",
"2739","Onetime","Not Delivered","1985-02-21",
"2740","Annualy","Delivered","1983-09-11",
"2741","Onetime","Not Delivered","2014-07-16",
"2742","Onetime","Not Delivered","2018-04-12",
"2743","Annualy","Delivered","1976-02-07",
"2744","Annualy","Delivered","2003-01-08",
"2745","Monthly","Not Delivered","1979-10-25",
"2746","Annualy","Delivered","1980-03-25",
"2747","Annualy","Delivered","1986-10-04",
"2748","Onetime","Delivered","1983-06-15",
"2749","Monthly","Delivered","1971-08-18",
"2750","Monthly","Delivered","2000-09-18",
"2751","Annualy","Not Delivered","1979-11-07",
"2752","Onetime","Delivered","2005-07-02",
"2753","Annualy","Delivered","1977-03-30",
"2754","Annualy","Not Delivered","2012-02-09",
"2755","Onetime","Delivered","1983-05-09",
"2756","Annualy","Delivered","1980-03-31",
"2757","Annualy","Not Delivered","2011-11-18",
"2758","Onetime","Not Delivered","2002-12-28",
"2759","Monthly","Delivered","2013-04-11",
"2760","Annualy","Not Delivered","1985-01-22",
"2761","Onetime","Delivered","1997-03-22",
"2762","Onetime","Not Delivered","1995-06-15",
"2763","Onetime","Not Delivered","1997-04-12",
"2764","Onetime","Delivered","1981-03-21",
"2765","Annualy","Not Delivered","2010-05-16",
"2766","Onetime","Not Delivered","1985-11-06",
"2767","Monthly","Not Delivered","1979-03-03",
"2768","Onetime","Delivered","1989-10-10",
"2769","Monthly","Not Delivered","2004-06-25",
"2770","Onetime","Delivered","1977-04-23",
"2771","Onetime","Delivered","1991-06-16",
"2772","Monthly","Not Delivered","1979-09-01",
"2773","Monthly","Not Delivered","1977-11-23",
"2774","Onetime","Not Delivered","1986-02-03",
"2775","Onetime","Not Delivered","1999-10-16",
"2776","Monthly","Not Delivered","1991-06-14",
"2777","Onetime","Delivered","2013-07-17",
"2778","Monthly","Delivered","1972-01-08",
"2779","Annualy","Delivered","2009-03-29",
"2780","Onetime","Not Delivered","1986-08-29",
"2781","Monthly","Delivered","1991-10-28",
"2782","Annualy","Delivered","1985-09-20",
"2783","Onetime","Delivered","1995-06-05",
"2784","Annualy","Not Delivered","2017-12-26",
"2785","Onetime","Not Delivered","2013-09-08",
"2786","Onetime","Delivered","1976-02-02",
"2787","Monthly","Not Delivered","1974-07-08",
"2788","Annualy","Not Delivered","2004-11-02",
"2789","Annualy","Not Delivered","1981-07-10",
"2790","Annualy","Not Delivered","2018-08-11",
"2791","Annualy","Delivered","2003-08-16",
"2792","Annualy","Not Delivered","2011-04-25",
"2793","Annualy","Not Delivered","1999-04-21",
"2794","Monthly","Delivered","1987-09-22",
"2795","Onetime","Not Delivered","2006-03-27",
"2796","Monthly","Not Delivered","2004-01-20",
"2797","Onetime","Delivered","2016-12-15",
"2798","Annualy","Delivered","1992-08-22",
"2799","Onetime","Not Delivered","1992-10-27",
"2800","Annualy","Not Delivered","1993-11-23",
"2801","Monthly","Delivered","1993-03-20",
"2802","Annualy","Delivered","1985-02-19",
"2803","Monthly","Delivered","1994-01-18",
"2804","Monthly","Delivered","1991-11-25",
"2805","Annualy","Not Delivered","1996-11-07",
"2806","Annualy","Delivered","1997-10-06",
"2807","Onetime","Delivered","1993-08-03",
"2808","Annualy","Delivered","1982-10-09",
"2809","Annualy","Delivered","2001-02-12",
"2810","Onetime","Delivered","1989-12-15",
"2811","Monthly","Delivered","2003-01-03",
"2812","Annualy","Delivered","1991-04-10",
"2813","Onetime","Not Delivered","1998-06-19",
"2814","Onetime","Not Delivered","1973-08-19",
"2815","Annualy","Not Delivered","1998-12-22",
"2816","Onetime","Not Delivered","1984-09-05",
"2817","Monthly","Not Delivered","1988-03-24",
"2818","Monthly","Delivered","2005-04-26",
"2819","Monthly","Delivered","1971-09-11",
"2820","Onetime","Not Delivered","2006-02-26",
"2821","Monthly","Delivered","1993-01-11",
"2822","Annualy","Delivered","2019-07-02",
"2823","Onetime","Delivered","2004-01-21",
"2824","Monthly","Delivered","2001-04-24",
"2825","Annualy","Not Delivered","2003-07-06",
"2826","Onetime","Delivered","2014-08-15",
"2827","Onetime","Not Delivered","1980-09-19",
"2828","Monthly","Not Delivered","2011-11-29",
"2829","Onetime","Delivered","1991-10-24",
"2830","Onetime","Not Delivered","1977-04-04",
"2831","Monthly","Delivered","1978-04-11",
"2832","Onetime","Delivered","2005-05-06",
"2833","Monthly","Delivered","2015-04-24",
"2834","Annualy","Not Delivered","1979-07-02",
"2835","Monthly","Not Delivered","1973-04-17",
"2836","Onetime","Delivered","1996-01-12",
"2837","Annualy","Delivered","1999-02-27",
"2838","Onetime","Delivered","2001-01-07",
"2839","Annualy","Not Delivered","1980-11-30",
"2840","Onetime","Delivered","1979-10-17",
"2841","Onetime","Delivered","1999-12-30",
"2842","Annualy","Not Delivered","1990-06-22",
"2843","Monthly","Delivered","1997-06-29",
"2844","Monthly","Delivered","2016-04-21",
"2845","Monthly","Not Delivered","2013-01-02",
"2846","Onetime","Not Delivered","1982-08-09",
"2847","Annualy","Not Delivered","1974-03-18",
"2848","Annualy","Delivered","1975-04-16",
"2849","Monthly","Delivered","1985-12-15",
"2850","Onetime","Delivered","1995-11-01",
"2851","Onetime","Delivered","1979-12-11",
"2852","Onetime","Delivered","1983-08-25",
"2853","Monthly","Not Delivered","2000-06-22",
"2854","Onetime","Delivered","1978-06-30",
"2855","Onetime","Delivered","1979-02-19",
"2856","Monthly","Not Delivered","1970-12-21",
"2857","Monthly","Delivered","1971-09-02",
"2858","Onetime","Not Delivered","1975-03-26",
"2859","Annualy","Not Delivered","2015-03-17",
"2860","Annualy","Delivered","1974-04-06",
"2861","Annualy","Delivered","1973-04-30",
"2862","Monthly","Delivered","1972-07-23",
"2863","Annualy","Delivered","1992-08-11",
"2864","Annualy","Not Delivered","1977-08-04",
"2865","Annualy","Not Delivered","2017-10-04",
"2866","Onetime","Delivered","1970-02-20",
"2867","Monthly","Delivered","1991-06-01",
"2868","Monthly","Delivered","1982-12-09",
"2869","Onetime","Delivered","1981-03-22",
"2870","Monthly","Delivered","1979-07-17",
"2871","Monthly","Delivered","1990-02-09",
"2872","Onetime","Not Delivered","2005-12-19",
"2873","Monthly","Delivered","2009-04-24",
"2874","Onetime","Delivered","1989-05-20",
"2875","Onetime","Not Delivered","1982-10-29",
"2876","Annualy","Not Delivered","1993-05-20",
"2877","Onetime","Delivered","1987-05-03",
"2878","Monthly","Delivered","1973-07-22",
"2879","Monthly","Not Delivered","1986-12-10",
"2880","Monthly","Delivered","1991-02-10",
"2881","Annualy","Delivered","2015-05-20",
"2882","Monthly","Not Delivered","1989-05-19",
"2883","Monthly","Delivered","2013-08-11",
"2884","Onetime","Not Delivered","2002-02-17",
"2885","Annualy","Delivered","1982-03-29",
"2886","Monthly","Delivered","1980-04-16",
"2887","Onetime","Delivered","1995-02-05",
"2888","Onetime","Not Delivered","1991-07-12",
"2889","Monthly","Delivered","2006-09-10",
"2890","Annualy","Not Delivered","2017-03-09",
"2891","Onetime","Not Delivered","1984-08-28",
"2892","Onetime","Not Delivered","1995-10-21",
"2893","Annualy","Not Delivered","1996-01-31",
"2894","Monthly","Not Delivered","1970-06-29",
"2895","Annualy","Not Delivered","2005-03-01",
"2896","Monthly","Not Delivered","1985-06-01",
"2897","Onetime","Not Delivered","1991-11-18",
"2898","Annualy","Delivered","1995-01-19",
"2899","Onetime","Not Delivered","2000-11-20",
"2900","Annualy","Delivered","1971-01-14",
"2901","Monthly","Delivered","1994-08-14",
"2902","Annualy","Not Delivered","2016-11-23",
"2903","Annualy","Not Delivered","1999-06-05",
"2904","Monthly","Not Delivered","1977-09-14",
"2905","Annualy","Not Delivered","2003-07-24",
"2906","Annualy","Not Delivered","2007-06-26",
"2907","Annualy","Delivered","2000-05-26",
"2908","Monthly","Delivered","2006-05-15",
"2909","Annualy","Not Delivered","2000-07-16",
"2910","Monthly","Delivered","1985-09-11",
"2911","Annualy","Delivered","1985-11-17",
"2912","Annualy","Delivered","1999-08-22",
"2913","Onetime","Not Delivered","1971-04-11",
"2914","Monthly","Delivered","2006-10-28",
"2915","Onetime","Not Delivered","1994-07-31",
"2916","Onetime","Not Delivered","1989-08-22",
"2917","Annualy","Not Delivered","2010-01-29",
"2918","Annualy","Not Delivered","2011-12-02",
"2919","Annualy","Not Delivered","1977-10-09",
"2920","Annualy","Not Delivered","2003-11-10",
"2921","Annualy","Not Delivered","1977-11-17",
"2922","Annualy","Not Delivered","2018-04-16",
"2923","Annualy","Delivered","2005-10-12",
"2924","Onetime","Not Delivered","1978-05-04",
"2925","Monthly","Delivered","1973-07-10",
"2926","Annualy","Not Delivered","1977-12-31",
"2927","Onetime","Delivered","1977-07-29",
"2928","Monthly","Not Delivered","1986-09-17",
"2929","Annualy","Delivered","1971-11-27",
"2930","Annualy","Delivered","2020-05-02",
"2931","Monthly","Not Delivered","2008-08-13",
"2932","Onetime","Not Delivered","2009-04-23",
"2933","Annualy","Delivered","2009-07-27",
"2934","Monthly","Delivered","2015-08-31",
"2935","Monthly","Not Delivered","2010-07-09",
"2936","Onetime","Delivered","1994-08-03",
"2937","Monthly","Not Delivered","1983-04-17",
"2938","Annualy","Not Delivered","1997-11-10",
"2939","Monthly","Not Delivered","1972-04-09",
"2940","Monthly","Delivered","1999-11-21",
"2941","Onetime","Not Delivered","2014-04-18",
"2942","Annualy","Delivered","2017-07-17",
"2943","Annualy","Not Delivered","1993-03-25",
"2944","Onetime","Not Delivered","2018-09-26",
"2945","Onetime","Not Delivered","1992-12-04",
"2946","Onetime","Delivered","1996-02-05",
"2947","Onetime","Delivered","2002-06-07",
"2948","Monthly","Delivered","1985-02-02",
"2949","Monthly","Delivered","2009-12-11",
"2950","Onetime","Not Delivered","2007-08-18",
"2951","Annualy","Delivered","1987-06-29",
"2952","Monthly","Delivered","2002-12-23",
"2953","Onetime","Not Delivered","2014-03-14",
"2954","Annualy","Delivered","2004-10-10",
"2955","Annualy","Delivered","1984-07-28",
"2956","Monthly","Not Delivered","1976-07-08",
"2957","Onetime","Delivered","1997-09-21",
"2958","Monthly","Not Delivered","1978-10-12",
"2959","Monthly","Not Delivered","2012-09-26",
"2960","Annualy","Not Delivered","1987-08-30",
"2961","Annualy","Delivered","2002-05-06",
"2962","Annualy","Delivered","1997-05-01",
"2963","Onetime","Not Delivered","2002-05-05",
"2964","Annualy","Not Delivered","1987-04-01",
"2965","Monthly","Delivered","2014-06-17",
"2966","Annualy","Not Delivered","2007-08-23",
"2967","Annualy","Not Delivered","2014-01-14",
"2968","Annualy","Not Delivered","2003-08-17",
"2969","Annualy","Not Delivered","1993-03-21",
"2970","Onetime","Not Delivered","2002-08-02",
"2971","Annualy","Not Delivered","1978-10-06",
"2972","Monthly","Not Delivered","2004-02-22",
"2973","Onetime","Delivered","2002-01-13",
"2974","Annualy","Not Delivered","2008-11-05",
"2975","Onetime","Not Delivered","1988-02-13",
"2976","Annualy","Delivered","1988-11-04",
"2977","Monthly","Delivered","1981-10-21",
"2978","Monthly","Delivered","1987-12-26",
"2979","Annualy","Delivered","2020-01-25",
"2980","Monthly","Not Delivered","2010-07-11",
"2981","Monthly","Not Delivered","1989-10-11",
"2982","Annualy","Not Delivered","2019-03-09",
"2983","Monthly","Delivered","1990-11-18",
"2984","Monthly","Delivered","1991-09-23",
"2985","Annualy","Not Delivered","1993-12-18",
"2986","Annualy","Delivered","2007-07-19",
"2987","Onetime","Delivered","1991-08-17",
"2988","Onetime","Delivered","1975-10-17",
"2989","Monthly","Not Delivered","1985-11-13",
"2990","Annualy","Not Delivered","2019-01-23",
"2991","Annualy","Not Delivered","1995-12-24",
"2992","Monthly","Delivered","2018-09-29",
"2993","Monthly","Not Delivered","1984-02-08",
"2994","Onetime","Not Delivered","2010-08-02",
"2995","Annualy","Delivered","1999-10-05",
"2996","Annualy","Delivered","1986-12-23",
"2997","Monthly","Not Delivered","2019-03-13",
"2998","Annualy","Delivered","2015-11-21",
"2999","Monthly","Delivered","2012-01-28",
"3000","Annualy","Not Delivered","1977-04-08",
"3001","Onetime","Delivered","1973-12-08",
"3002","Annualy","Not Delivered","2020-04-16",
"3003","Monthly","Not Delivered","2017-10-31",
"3004","Annualy","Not Delivered","2002-10-23",
"3005","Annualy","Not Delivered","1988-08-15",
"3006","Annualy","Delivered","1981-11-27",
"3007","Onetime","Not Delivered","1990-06-08",
"3008","Onetime","Not Delivered","1986-09-09",
"3009","Annualy","Not Delivered","1992-11-07",
"3010","Onetime","Delivered","1992-11-30",
"3011","Monthly","Not Delivered","2012-10-15",
"3012","Onetime","Delivered","1980-12-03",
"3013","Annualy","Delivered","2009-04-19",
"3014","Onetime","Delivered","2011-12-11",
"3015","Annualy","Delivered","1975-01-20",
"3016","Monthly","Not Delivered","1972-08-07",
"3017","Onetime","Delivered","1981-10-18",
"3018","Onetime","Delivered","1997-02-15",
"3019","Annualy","Delivered","2008-02-01",
"3020","Monthly","Not Delivered","2014-11-18",
"3021","Annualy","Delivered","1983-02-07",
"3022","Onetime","Delivered","1979-06-15",
"3023","Annualy","Delivered","1998-11-28",
"3024","Annualy","Not Delivered","1999-10-04",
"3025","Annualy","Delivered","2018-05-22",
"3026","Onetime","Not Delivered","1989-01-10",
"3027","Monthly","Delivered","1982-07-13",
"3028","Annualy","Not Delivered","1983-05-27",
"3029","Annualy","Delivered","1989-11-15",
"3030","Monthly","Not Delivered","1976-09-19",
"3031","Onetime","Not Delivered","2014-10-15",
"3032","Monthly","Not Delivered","1979-09-26",
"3033","Onetime","Delivered","1985-12-01",
"3034","Monthly","Not Delivered","1985-11-16",
"3035","Monthly","Not Delivered","1986-10-31",
"3036","Monthly","Delivered","1986-05-27",
"3037","Monthly","Delivered","1993-05-31",
"3038","Annualy","Not Delivered","1998-06-02",
"3039","Monthly","Delivered","2013-02-18",
"3040","Onetime","Delivered","1993-11-07",
"3041","Annualy","Delivered","2007-07-29",
"3042","Monthly","Delivered","1988-02-17",
"3043","Onetime","Delivered","1975-02-05",
"3044","Monthly","Delivered","2019-08-23",
"3045","Annualy","Delivered","2020-01-31",
"3046","Annualy","Not Delivered","1996-01-12",
"3047","Monthly","Delivered","1987-02-07",
"3048","Monthly","Delivered","1975-01-03",
"3049","Annualy","Delivered","2004-12-05",
"3050","Annualy","Delivered","1985-04-25",
"3051","Monthly","Delivered","1981-07-10",
"3052","Onetime","Delivered","1978-01-05",
"3053","Onetime","Delivered","1986-04-26",
"3054","Monthly","Not Delivered","2011-09-16",
"3055","Onetime","Not Delivered","2019-06-18",
"3056","Monthly","Not Delivered","1980-01-17",
"3057","Onetime","Not Delivered","1975-06-10",
"3058","Onetime","Delivered","2004-08-10",
"3059","Annualy","Delivered","2010-02-07",
"3060","Annualy","Delivered","2012-12-27",
"3061","Monthly","Not Delivered","2003-07-18",
"3062","Annualy","Not Delivered","2016-06-08",
"3063","Annualy","Not Delivered","1986-06-12",
"3064","Onetime","Delivered","1999-02-11",
"3065","Annualy","Delivered","1973-12-01",
"3066","Monthly","Not Delivered","1987-02-06",
"3067","Annualy","Delivered","1996-08-03",
"3068","Onetime","Delivered","1972-04-26",
"3069","Onetime","Not Delivered","2001-02-10",
"3070","Annualy","Delivered","2016-02-16",
"3071","Monthly","Delivered","2013-12-13",
"3072","Monthly","Not Delivered","1984-02-03",
"3073","Onetime","Delivered","1979-05-20",
"3074","Monthly","Not Delivered","2005-10-29",
"3075","Onetime","Delivered","2011-09-19",
"3076","Annualy","Not Delivered","2007-05-11",
"3077","Monthly","Not Delivered","2013-10-09",
"3078","Annualy","Delivered","2004-11-12",
"3079","Onetime","Delivered","2000-05-11",
"3080","Onetime","Not Delivered","1979-09-16",
"3081","Monthly","Not Delivered","1985-11-02",
"3082","Monthly","Delivered","1990-02-15",
"3083","Onetime","Delivered","1991-03-02",
"3084","Onetime","Not Delivered","1980-04-07",
"3085","Annualy","Not Delivered","2015-12-18",
"3086","Annualy","Delivered","2003-04-05",
"3087","Onetime","Delivered","1989-01-10",
"3088","Monthly","Delivered","1975-06-17",
"3089","Annualy","Delivered","1976-05-13",
"3090","Monthly","Delivered","1982-01-20",
"3091","Annualy","Delivered","1998-02-21",
"3092","Onetime","Not Delivered","1973-06-06",
"3093","Onetime","Not Delivered","2012-01-31",
"3094","Annualy","Delivered","2018-07-22",
"3095","Monthly","Delivered","1978-04-12",
"3096","Onetime","Not Delivered","2001-10-04",
"3097","Monthly","Delivered","2016-05-28",
"3098","Monthly","Not Delivered","2007-09-22",
"3099","Annualy","Not Delivered","2012-07-29",
"3100","Onetime","Delivered","2006-07-14",
"3101","Annualy","Not Delivered","1984-12-27",
"3102","Annualy","Delivered","1989-08-14",
"3103","Monthly","Not Delivered","1976-07-23",
"3104","Monthly","Not Delivered","1989-12-15",
"3105","Onetime","Delivered","2000-10-01",
"3106","Annualy","Delivered","1977-11-07",
"3107","Onetime","Delivered","2014-09-20",
"3108","Onetime","Delivered","1975-12-30",
"3109","Annualy","Delivered","1983-09-08",
"3110","Monthly","Delivered","1992-11-06",
"3111","Annualy","Delivered","2002-12-23",
"3112","Onetime","Not Delivered","1987-06-14",
"3113","Monthly","Delivered","2011-01-15",
"3114","Monthly","Not Delivered","1976-12-22",
"3115","Onetime","Not Delivered","1975-12-10",
"3116","Onetime","Not Delivered","1993-04-26",
"3117","Monthly","Not Delivered","2014-11-23",
"3118","Annualy","Delivered","1979-11-02",
"3119","Monthly","Delivered","1999-02-21",
"3120","Onetime","Not Delivered","2012-11-08",
"3121","Monthly","Not Delivered","2019-07-07",
"3122","Annualy","Not Delivered","1982-10-28",
"3123","Onetime","Delivered","1999-05-29",
"3124","Monthly","Delivered","1987-12-29",
"3125","Onetime","Delivered","2008-10-12",
"3126","Annualy","Not Delivered","1987-01-12",
"3127","Onetime","Not Delivered","1995-03-13",
"3128","Onetime","Not Delivered","1986-09-03",
"3129","Monthly","Not Delivered","1985-02-09",
"3130","Annualy","Not Delivered","1986-11-06",
"3131","Onetime","Not Delivered","1984-04-25",
"3132","Monthly","Delivered","2007-07-19",
"3133","Onetime","Not Delivered","2018-04-12",
"3134","Annualy","Delivered","1986-05-17",
"3135","Onetime","Not Delivered","2003-01-27",
"3136","Monthly","Delivered","1980-01-08",
"3137","Annualy","Delivered","2016-08-10",
"3138","Monthly","Delivered","2009-01-20",
"3139","Onetime","Not Delivered","2003-11-18",
"3140","Onetime","Not Delivered","1970-10-05",
"3141","Annualy","Not Delivered","1982-06-19",
"3142","Monthly","Not Delivered","2018-10-16",
"3143","Onetime","Not Delivered","2014-04-05",
"3144","Monthly","Not Delivered","1971-03-27",
"3145","Monthly","Not Delivered","1984-02-10",
"3146","Annualy","Delivered","1989-12-17",
"3147","Monthly","Not Delivered","1994-12-05",
"3148","Annualy","Delivered","1987-06-07",
"3149","Onetime","Not Delivered","1983-03-28",
"3150","Monthly","Not Delivered","1975-03-31",
"3151","Onetime","Delivered","1980-05-20",
"3152","Monthly","Delivered","1974-02-22",
"3153","Monthly","Not Delivered","2013-04-26",
"3154","Onetime","Delivered","1991-01-23",
"3155","Monthly","Delivered","2017-02-04",
"3156","Monthly","Not Delivered","2002-04-09",
"3157","Annualy","Not Delivered","2011-04-24",
"3158","Annualy","Delivered","1978-03-06",
"3159","Monthly","Delivered","1982-03-08",
"3160","Monthly","Not Delivered","1988-09-01",
"3161","Onetime","Not Delivered","1997-06-02",
"3162","Annualy","Not Delivered","2006-09-15",
"3163","Annualy","Delivered","1982-03-27",
"3164","Annualy","Delivered","1996-05-29",
"3165","Annualy","Not Delivered","1975-09-17",
"3166","Monthly","Delivered","1977-09-02",
"3167","Annualy","Delivered","1985-07-01",
"3168","Onetime","Not Delivered","1970-07-13",
"3169","Monthly","Not Delivered","1970-10-28",
"3170","Annualy","Not Delivered","2012-01-31",
"3171","Onetime","Not Delivered","2000-11-20",
"3172","Annualy","Not Delivered","1996-04-03",
"3173","Monthly","Not Delivered","2001-11-13",
"3174","Annualy","Delivered","1977-11-06",
"3175","Onetime","Not Delivered","2001-01-03",
"3176","Annualy","Not Delivered","2015-02-17",
"3177","Monthly","Not Delivered","1993-09-11",
"3178","Annualy","Delivered","1991-01-08",
"3179","Annualy","Delivered","1989-09-06",
"3180","Onetime","Not Delivered","1983-11-30",
"3181","Monthly","Not Delivered","1995-02-05",
"3182","Onetime","Not Delivered","2015-04-01",
"3183","Onetime","Delivered","2017-07-12",
"3184","Monthly","Delivered","2017-08-20",
"3185","Monthly","Delivered","1998-12-31",
"3186","Annualy","Delivered","1970-03-18",
"3187","Monthly","Not Delivered","2008-03-07",
"3188","Annualy","Not Delivered","1975-06-09",
"3189","Onetime","Not Delivered","1973-08-22",
"3190","Monthly","Delivered","1988-01-03",
"3191","Onetime","Delivered","1976-06-19",
"3192","Annualy","Delivered","1988-03-15",
"3193","Onetime","Delivered","1995-08-31",
"3194","Monthly","Not Delivered","1990-02-09",
"3195","Monthly","Not Delivered","1998-02-22",
"3196","Onetime","Not Delivered","2015-05-21",
"3197","Monthly","Delivered","1995-03-09",
"3198","Onetime","Delivered","2016-01-29",
"3199","Annualy","Not Delivered","1977-02-09",
"3200","Monthly","Delivered","1988-02-27",
"3201","Monthly","Not Delivered","1985-09-25",
